"Date" "Open" "High" "Low" "Close" "Adj.Close" "Volume"
"1" "2021-09-30" 45.34 45.34 45.34 45.34 44.509018 0
"2" "2021-10-01" 45.939999 45.939999 45.939999 45.939999 45.098022 0
"3" "2021-10-04" 45.639999 45.639999 45.639999 45.639999 44.80352 0
"4" "2021-10-05" 46 46 46 46 45.156921 0
"5" "2021-10-06" 46.040001 46.040001 46.040001 46.040001 45.19619 0
"6" "2021-10-07" 46.43 46.43 46.43 46.43 45.579041 0
"7" "2021-10-08" 46.34 46.34 46.34 46.34 45.490692 0
"8" "2021-10-11" 46.080002 46.080002 46.080002 46.080002 45.235458 0
"9" "2021-10-12" 46.099998 46.099998 46.099998 46.099998 45.255089 0
"10" "2021-10-13" 46.16 46.16 46.16 46.16 45.313992 0
"11" "2021-10-14" 46.950001 46.950001 46.950001 46.950001 46.089512 0
"12" "2021-10-15" 47.119999 47.119999 47.119999 47.119999 46.256393 0
"13" "2021-10-18" 47.150002 47.150002 47.150002 47.150002 46.285847 0
"14" "2021-10-19" 47.419998 47.419998 47.419998 47.419998 46.550896 0
"15" "2021-10-20" 47.790001 47.790001 47.790001 47.790001 46.914116 0
"16" "2021-10-21" 47.84 47.84 47.84 47.84 46.9632 0
"17" "2021-10-22" 47.990002 47.990002 47.990002 47.990002 47.110451 0
"18" "2021-10-25" 48.09 48.09 48.09 48.09 47.208618 0
"19" "2021-10-26" 48 48 48 48 47.120266 0
"20" "2021-10-27" 47.360001 47.360001 47.360001 47.360001 46.491997 0
"21" "2021-10-28" 47.860001 47.860001 47.860001 47.860001 46.982834 0
"22" "2021-10-29" 47.759998 47.759998 47.759998 47.759998 46.884663 0
"23" "2021-11-01" 48.150002 48.150002 48.150002 48.150002 47.267521 0
"24" "2021-11-02" 48.279999 48.279999 48.279999 48.279999 47.395134 0
"25" "2021-11-03" 48.57 48.57 48.57 48.57 47.679821 0
"26" "2021-11-04" 48.470001 48.470001 48.470001 48.470001 47.581654 0
"27" "2021-11-05" 48.84 48.84 48.84 48.84 47.94487 0
"28" "2021-11-08" 48.919998 48.919998 48.919998 48.919998 48.023403 0
"29" "2021-11-09" 48.91 48.91 48.91 48.91 48.013588 0
"30" "2021-11-10" 48.57 48.57 48.57 48.57 47.679821 0
"31" "2021-11-11" 48.700001 48.700001 48.700001 48.700001 47.807438 0
"32" "2021-11-12" 48.93 48.93 48.93 48.93 48.033222 0
"33" "2021-11-15" 49.02 49.02 49.02 49.02 48.121574 0
"34" "2021-11-16" 49.09 49.09 49.09 49.09 48.190289 0
"35" "2021-11-17" 48.82 48.82 48.82 48.82 47.92524 0
"36" "2021-11-18" 48.639999 48.639999 48.639999 48.639999 47.748535 0
"37" "2021-11-19" 48.330002 48.330002 48.330002 48.330002 47.444221 0
"38" "2021-11-22" 48.41 48.41 48.41 48.41 47.522751 0
"39" "2021-11-23" 48.610001 48.610001 48.610001 48.610001 47.719086 0
"40" "2021-11-24" 48.639999 48.639999 48.639999 48.639999 47.748535 0
"41" "2021-11-26" 47.380001 47.380001 47.380001 47.380001 46.511631 0
"42" "2021-11-29" 47.77 47.77 47.77 47.77 46.894482 0
"43" "2021-11-30" 46.549999 46.549999 46.549999 46.549999 45.696842 0
"44" "2021-12-01" 45.919998 45.919998 45.919998 45.919998 45.078388 0
"45" "2021-12-02" 47.02 47.02 47.02 47.02 46.15823 0
"46" "2021-12-03" 46.77 46.77 46.77 46.77 45.912811 0
"47" "2021-12-06" 47.450001 47.450001 47.450001 47.450001 46.580349 0
"48" "2021-12-07" 48.25 48.25 48.25 48.25 47.365685 0
"49" "2021-12-08" 48.400002 48.400002 48.400002 48.400002 47.512936 0
"50" "2021-12-09" 48.029999 48.029999 48.029999 48.029999 47.149715 0
"51" "2021-12-10" 48.34 48.34 48.34 48.34 47.454037 0
